instance,score,total time,time in CBS,time in a_star,treesize,nodes_created,nodes_bypassed,nodes_pruned,cardinal_splits,pruned_by_cost
<_io.TextIOWrapper name='../generated_instances/instance-k5.0.json' mode='r' encoding='cp1252'>,infeasible,305.84106397628784,305.7647910999949,7.902064500376582,175,348,0,0,52,0
<_io.TextIOWrapper name='../generated_instances/instance-k5.1.json' mode='r' encoding='cp1252'>,infeasible,305.15247869491577,305.102491299971,14.13828359922627,181,360,0,0,51,0
<_io.TextIOWrapper name='../generated_instances/instance-k5.2.json' mode='r' encoding='cp1252'>,infeasible,304.87055826187134,304.76452560001053,12.041167800605763,168,334,0,0,40,0
<_io.TextIOWrapper name='../generated_instances/instance-k5.3.json' mode='r' encoding='cp1252'>,infeasible,306.17747592926025,306.11447590001626,8.647526200395077,212,422,0,0,39,0
<_io.TextIOWrapper name='../generated_instances/instance-k5.4.json' mode='r' encoding='cp1252'>,infeasible,307.311235666275,307.2630440000212,10.797369400854222,145,288,0,0,44,0
<_io.TextIOWrapper name='../generated_instances/instance-k5.5.json' mode='r' encoding='cp1252'>,infeasible,309.74519753456116,309.6943637999939,8.928700000455137,120,238,0,0,31,0
<_io.TextIOWrapper name='../generated_instances/instance-k5.6.json' mode='r' encoding='cp1252'>,infeasible,305.8638319969177,305.8007402999792,7.235214400338009,149,296,0,0,45,0
<_io.TextIOWrapper name='../generated_instances/instance-k5.7.json' mode='r' encoding='cp1252'>,infeasible,305.5768988132477,305.54060589999426,9.90095780021511,185,368,0,0,49,0
<_io.TextIOWrapper name='../generated_instances/instance-k5.8.json' mode='r' encoding='cp1252'>,infeasible,305.600515127182,305.5544973000069,6.929115200589877,184,366,0,0,51,0
<_io.TextIOWrapper name='../generated_instances/instance-k5.9.json' mode='r' encoding='cp1252'>,infeasible,307.2833833694458,307.2027276000008,10.749196400458459,130,258,0,0,46,0
<_io.TextIOWrapper name='../generated_instances/instance-k5.10.json' mode='r' encoding='cp1252'>,infeasible,305.0775635242462,305.00243110000156,5.88827829976799,138,274,0,0,37,0
<_io.TextIOWrapper name='../generated_instances/instance-k5.11.json' mode='r' encoding='cp1252'>,infeasible,304.6444833278656,304.5882760999957,9.595959299535025,143,284,0,0,40,0
<_io.TextIOWrapper name='../generated_instances/instance-k5.12.json' mode='r' encoding='cp1252'>,infeasible,307.3267135620117,307.2617474999861,6.101641400135122,106,210,0,0,34,0
