instance,score,total time,time in CBS,time in a_star,treesize,nodes_created,nodes_bypassed,nodes_pruned,cardinal_splits,pruned_by_cost
<_io.TextIOWrapper name='../generated_instances/instance-k6.0.json' mode='r' encoding='cp1252'>,infeasible,605.155736207962,605.1423396999016,24.1068996055983,356,710,0,0,97,0
<_io.TextIOWrapper name='../generated_instances/instance-k6.1.json' mode='r' encoding='cp1252'>,infeasible,605.818553686142,605.805184799945,13.739333099219948,210,418,0,0,73,0
<_io.TextIOWrapper name='../generated_instances/instance-k6.2.json' mode='r' encoding='cp1252'>,infeasible,606.9105985164642,606.8941230000928,12.966513798339292,252,502,0,0,91,0
<_io.TextIOWrapper name='../generated_instances/instance-k6.3.json' mode='r' encoding='cp1252'>,infeasible,604.9672200679779,604.9545017001219,22.31496749748476,495,988,0,0,97,0
<_io.TextIOWrapper name='../generated_instances/instance-k6.4.json' mode='r' encoding='cp1252'>,infeasible,605.7089333534241,605.6973743000999,14.50146430102177,267,532,0,0,74,0
<_io.TextIOWrapper name='../generated_instances/instance-k6.5.json' mode='r' encoding='cp1252'>,infeasible,603.5247845649719,603.5123576999176,20.175555999856442,459,916,0,0,103,0
<_io.TextIOWrapper name='../generated_instances/instance-k6.6.json' mode='r' encoding='cp1252'>,infeasible,606.6788244247437,606.6655590999871,6.428691498469561,220,438,0,0,82,0
<_io.TextIOWrapper name='../generated_instances/instance-k6.7.json' mode='r' encoding='cp1252'>,infeasible,604.9914383888245,604.979441500036,14.894749900791794,255,508,0,0,106,0
<_io.TextIOWrapper name='../generated_instances/instance-k6.8.json' mode='r' encoding='cp1252'>,infeasible,608.2547044754028,608.2420993999112,19.15842840075493,267,532,0,0,93,0
<_io.TextIOWrapper name='../generated_instances/instance-k6.9.json' mode='r' encoding='cp1252'>,infeasible,603.8895351886749,603.8778166000266,13.355961999623105,377,752,0,0,83,0
<_io.TextIOWrapper name='../generated_instances/instance-k6.10.json' mode='r' encoding='cp1252'>,infeasible,606.7056863307953,606.6938998000696,14.014300704235211,251,500,0,0,81,0
<_io.TextIOWrapper name='../generated_instances/instance-k6.11.json' mode='r' encoding='cp1252'>,infeasible,609.0232462882996,609.0111290998757,12.981594802578911,161,320,0,0,65,0
<_io.TextIOWrapper name='../generated_instances/instance-k6.12.json' mode='r' encoding='cp1252'>,infeasible,604.127064704895,604.1152585998643,14.109588095685467,241,480,0,0,75,0
<_io.TextIOWrapper name='../generated_instances/instance-k6.13.json' mode='r' encoding='cp1252'>,infeasible,604.449579000473,604.4361618000548,11.860482398653403,252,502,0,0,71,0
<_io.TextIOWrapper name='../generated_instances/instance-k6.14.json' mode='r' encoding='cp1252'>,infeasible,604.1792421340942,604.1676828998607,14.660341501003131,302,602,0,0,99,0
