instance,score,total time,time in CBS,time in a_star,treesize,nodes_created,nodes_bypassed,nodes_pruned,cardinal_splits,pruned_by_cost,bypass,cardial_conflicts,heuristic
<_io.TextIOWrapper name='../generated_instances/instance-k6.0.json' mode='r' encoding='cp1252'>,infeasible,613.3183581829071,613.1118558000308,26.459957803133875,312,622,0,0,16,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.1.json' mode='r' encoding='cp1252'>,infeasible,607.2494876384735,607.2266951999627,25.216499302070588,213,424,0,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.2.json' mode='r' encoding='cp1252'>,infeasible,608.1354053020477,608.1149783001747,31.340458996826783,294,586,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.3.json' mode='r' encoding='cp1252'>,infeasible,604.8149528503418,604.7953250999562,30.85938970115967,378,754,0,0,19,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.4.json' mode='r' encoding='cp1252'>,48,609.6354215145111,609.619723000098,40.507303898688406,260,518,0,0,17,4,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.5.json' mode='r' encoding='cp1252'>,infeasible,604.9106724262238,604.8353137001395,31.847190105589107,317,632,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.6.json' mode='r' encoding='cp1252'>,48,606.3002750873566,606.2787454999052,28.84963119821623,216,430,0,0,33,44,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.7.json' mode='r' encoding='cp1252'>,infeasible,609.3697068691254,609.2056480001193,40.35401770309545,297,592,0,0,7,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.8.json' mode='r' encoding='cp1252'>,infeasible,607.0883767604828,607.0710594998673,26.122977399267256,242,482,0,0,19,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.9.json' mode='r' encoding='cp1252'>,infeasible,605.4232339859009,605.4007345000282,27.982167603215203,253,504,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.10.json' mode='r' encoding='cp1252'>,infeasible,605.8269081115723,605.8042955999263,12.334605696843937,198,394,0,0,20,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.11.json' mode='r' encoding='cp1252'>,infeasible,608.0416703224182,608.0159422999714,22.289739698870108,129,256,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.12.json' mode='r' encoding='cp1252'>,infeasible,605.4667587280273,605.4491642999928,13.790412400616333,251,500,0,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.13.json' mode='r' encoding='cp1252'>,48,607.7365779876709,607.7211998999119,16.130427902564406,236,470,0,0,21,9,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.14.json' mode='r' encoding='cp1252'>,48,605.0600819587708,605.0002643999178,12.351585699478164,213,424,0,0,20,3,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.15.json' mode='r' encoding='cp1252'>,infeasible,605.8303420543671,605.7725513998885,14.1797552020289,268,534,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.16.json' mode='r' encoding='cp1252'>,48,608.5791890621185,608.5617545000277,15.372356801759452,226,450,0,0,21,12,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.17.json' mode='r' encoding='cp1252'>,infeasible,605.2893829345703,605.220805299934,20.968534699641168,458,914,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.18.json' mode='r' encoding='cp1252'>,infeasible,609.9487900733948,609.9325939000119,10.580131098628044,173,344,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.19.json' mode='r' encoding='cp1252'>,infeasible,606.8118257522583,606.7954835998826,36.659060002537444,238,474,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.20.json' mode='r' encoding='cp1252'>,infeasible,606.9736571311951,606.9572110001463,26.777587599353865,272,542,0,0,7,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.21.json' mode='r' encoding='cp1252'>,infeasible,609.732372045517,609.7168678999878,24.602154799271375,176,350,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.22.json' mode='r' encoding='cp1252'>,infeasible,608.2416725158691,608.2268127999268,22.622623501811177,215,428,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.23.json' mode='r' encoding='cp1252'>,infeasible,607.1386835575104,607.1259273001924,17.893278799951077,246,490,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.24.json' mode='r' encoding='cp1252'>,infeasible,606.0245270729065,606.0079997000284,24.176004700828344,287,572,0,0,20,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.25.json' mode='r' encoding='cp1252'>,48,605.3417465686798,605.3267473999877,13.777866502758116,227,452,0,0,17,0,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.26.json' mode='r' encoding='cp1252'>,infeasible,604.4631791114807,604.4022448000032,36.561775600072,338,674,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.27.json' mode='r' encoding='cp1252'>,48,608.9908318519592,608.9771996999625,17.315289102960378,194,386,0,0,17,0,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.28.json' mode='r' encoding='cp1252'>,48,606.449476480484,606.4061143998988,14.890220300061628,217,432,0,0,22,6,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.29.json' mode='r' encoding='cp1252'>,48,608.7594389915466,608.7065896999557,16.070495000341907,214,426,0,0,28,7,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.30.json' mode='r' encoding='cp1252'>,infeasible,604.1305873394012,604.0738861998543,16.732884500175714,426,850,0,0,19,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.31.json' mode='r' encoding='cp1252'>,infeasible,606.1950783729553,606.1777875998523,18.192024598596618,340,678,0,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.32.json' mode='r' encoding='cp1252'>,infeasible,605.0315086841583,605.0115092999768,22.391624198295176,297,592,0,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.33.json' mode='r' encoding='cp1252'>,infeasible,606.6701860427856,606.6479768999852,37.316497599706054,255,508,0,0,19,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.34.json' mode='r' encoding='cp1252'>,infeasible,608.374908208847,608.3595751000103,25.905176197178662,291,580,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.35.json' mode='r' encoding='cp1252'>,infeasible,606.541006565094,606.5247395001352,33.21618409687653,361,720,0,0,22,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.36.json' mode='r' encoding='cp1252'>,infeasible,606.1656041145325,606.1512108000461,24.944029200356454,207,412,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.37.json' mode='r' encoding='cp1252'>,infeasible,605.0199921131134,605.0039261002094,11.943304498447105,175,348,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.38.json' mode='r' encoding='cp1252'>,48,606.1736788749695,606.1575907000806,16.119210499338806,209,416,0,0,21,6,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.39.json' mode='r' encoding='cp1252'>,48,604.3718154430389,604.3210308998823,19.1801193007268,211,420,0,0,33,47,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.40.json' mode='r' encoding='cp1252'>,48,605.5769698619843,605.5238804998808,19.366428998764604,269,536,0,0,7,0,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.41.json' mode='r' encoding='cp1252'>,infeasible,606.1331605911255,606.071144600166,34.49273110344075,247,492,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.42.json' mode='r' encoding='cp1252'>,infeasible,606.5397779941559,606.525237099966,22.732095099054277,314,626,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.43.json' mode='r' encoding='cp1252'>,infeasible,607.2876281738281,607.2727328999899,27.89163349941373,260,518,0,0,19,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.44.json' mode='r' encoding='cp1252'>,infeasible,605.8433606624603,605.8266074999701,42.39131979877129,271,540,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.45.json' mode='r' encoding='cp1252'>,infeasible,605.6352005004883,605.6213889000937,28.601962104206905,296,590,0,0,7,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.46.json' mode='r' encoding='cp1252'>,infeasible,606.8181464672089,606.8042659999337,10.72280180058442,257,512,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.47.json' mode='r' encoding='cp1252'>,infeasible,608.4879252910614,608.4728053999133,26.617918095784262,214,426,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.48.json' mode='r' encoding='cp1252'>,infeasible,606.7289357185364,606.71337150014,34.72589600039646,231,460,0,0,19,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.49.json' mode='r' encoding='cp1252'>,infeasible,604.4931089878082,604.478038399946,29.658665201626718,355,708,0,0,17,0,,,
