instance,score,total time,time in CBS,time in a_star,treesize,nodes_created,nodes_bypassed,nodes_pruned,cardinal_splits,pruned_by_cost
<_io.TextIOWrapper name='../generated_instances/instance-k8.0.json' mode='r' encoding='cp1252'>,infeasible,311.4604606628418,311.0956920000026,3.3931764005683362,74,98,24,0,30,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.1.json' mode='r' encoding='cp1252'>,infeasible,310.3266508579254,310.1941058000084,3.7725259998696856,67,90,21,0,40,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.2.json' mode='r' encoding='cp1252'>,infeasible,305.1116600036621,305.0731837999774,3.950922900578007,84,122,22,0,43,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.3.json' mode='r' encoding='cp1252'>,infeasible,309.9961383342743,309.94438329996774,4.748898700170685,68,96,19,0,37,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.4.json' mode='r' encoding='cp1252'>,infeasible,308.2836232185364,308.23561209999025,4.8706822997774,80,108,25,0,18,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.5.json' mode='r' encoding='cp1252'>,infeasible,305.86298990249634,305.8266733000055,2.498171799990814,83,108,28,0,43,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.6.json' mode='r' encoding='cp1252'>,infeasible,308.69051003456116,308.6073677999666,3.7635784001322463,77,98,27,0,16,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.7.json' mode='r' encoding='cp1252'>,infeasible,308.6965639591217,308.5773518999922,4.653374299814459,82,116,23,0,41,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.8.json' mode='r' encoding='cp1252'>,infeasible,315.47962498664856,315.395755000005,2.5291801995481364,49,72,12,0,33,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.9.json' mode='r' encoding='cp1252'>,infeasible,311.5490093231201,311.39985259994864,6.058620599738788,105,172,18,0,15,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.10.json' mode='r' encoding='cp1252'>,infeasible,309.70012164115906,309.6200051000342,3.176444200275,80,104,27,0,37,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.11.json' mode='r' encoding='cp1252'>,infeasible,306.14579606056213,306.0425613000407,4.4591396999312565,117,146,43,0,47,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.12.json' mode='r' encoding='cp1252'>,infeasible,310.8408133983612,310.7748861000291,4.70607180002844,81,126,17,0,38,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.13.json' mode='r' encoding='cp1252'>,infeasible,312.0797874927521,311.9580098000006,3.393460999825038,63,94,15,0,34,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.14.json' mode='r' encoding='cp1252'>,infeasible,309.9732701778412,309.88334770000074,2.3812689001788385,77,112,20,0,41,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.15.json' mode='r' encoding='cp1252'>,infeasible,306.78976035118103,306.7032706000027,2.605386999784969,88,116,29,0,43,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.16.json' mode='r' encoding='cp1252'>,infeasible,307.04689502716064,306.9706165000098,4.543825499538798,124,190,28,0,40,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.17.json' mode='r' encoding='cp1252'>,infeasible,309.20648550987244,309.0466561000212,4.144133499998134,89,124,26,0,40,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.18.json' mode='r' encoding='cp1252'>,infeasible,309.6486985683441,309.48456559999613,5.38735259976238,101,164,18,0,38,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.19.json' mode='r' encoding='cp1252'>,infeasible,306.92698645591736,306.8627419999684,5.298701499646995,120,144,47,0,35,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.20.json' mode='r' encoding='cp1252'>,infeasible,312.95616602897644,312.26607349998085,2.95792330004042,66,90,20,0,38,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.21.json' mode='r' encoding='cp1252'>,infeasible,313.65056467056274,313.49287840002216,5.2626642002142034,63,96,14,0,19,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.22.json' mode='r' encoding='cp1252'>,infeasible,312.35381293296814,312.1253935000277,2.1442346003605053,56,80,15,0,37,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.23.json' mode='r' encoding='cp1252'>,infeasible,309.34414744377136,309.26036239997484,2.734562999859918,57,82,15,0,35,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.24.json' mode='r' encoding='cp1252'>,infeasible,312.1532187461853,312.018555299961,3.1970188000123017,67,88,22,0,38,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.25.json' mode='r' encoding='cp1252'>,infeasible,309.3526358604431,309.21267209999496,4.431545700354036,83,118,23,0,37,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.26.json' mode='r' encoding='cp1252'>,infeasible,307.1270182132721,307.0578211999964,3.917802299838513,60,90,14,0,34,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.27.json' mode='r' encoding='cp1252'>,infeasible,311.7744743824005,311.7058733999729,3.840932100021746,81,112,24,0,45,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.28.json' mode='r' encoding='cp1252'>,infeasible,309.0008051395416,308.9329205999966,8.422467599564698,118,185,23,0,16,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.29.json' mode='r' encoding='cp1252'>,infeasible,312.284499168396,312.2036013000179,3.4636340996949,61,88,16,0,19,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.30.json' mode='r' encoding='cp1252'>,infeasible,314.15411257743835,314.090484299988,2.494146400189493,77,100,26,0,39,0
