instance,score,total time,time in CBS,time in a_star,treesize,nodes_created,nodes_bypassed,nodes_pruned,cardinal_splits,pruned_by_cost
<_io.TextIOWrapper name='../generated_instances/instance-k9.0.json' mode='r' encoding='cp1252'>,infeasible,306.3958411216736,306.3479946000152,1.2565466002561152,43,84,0,0,42,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.1.json' mode='r' encoding='cp1252'>,infeasible,308.3829712867737,308.3369426999707,2.5282187006087042,50,98,0,0,49,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.2.json' mode='r' encoding='cp1252'>,infeasible,310.99676299095154,310.9470806000172,4.516367899777833,42,82,0,0,41,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.3.json' mode='r' encoding='cp1252'>,infeasible,306.8498442173004,306.80510369996773,2.5325889999512583,44,86,0,0,43,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.4.json' mode='r' encoding='cp1252'>,infeasible,308.56346344947815,308.5171135000419,1.5629949996364303,35,68,0,0,34,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.5.json' mode='r' encoding='cp1252'>,infeasible,307.52383184432983,307.4647714999737,1.932260799978394,51,100,0,0,50,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.6.json' mode='r' encoding='cp1252'>,infeasible,311.30015563964844,311.2575621000142,1.6006937999627553,49,96,0,0,48,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.7.json' mode='r' encoding='cp1252'>,infeasible,314.53042674064636,314.4904064000002,2.4834019998670556,30,58,0,0,29,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.8.json' mode='r' encoding='cp1252'>,infeasible,312.9939036369324,312.9308493999997,2.8657734001171775,41,80,0,0,40,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.9.json' mode='r' encoding='cp1252'>,infeasible,311.35113072395325,311.30634170002304,3.680810699763242,41,80,0,0,40,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.10.json' mode='r' encoding='cp1252'>,infeasible,315.06821513175964,315.0128136999556,2.7319421996944584,33,64,0,0,32,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.11.json' mode='r' encoding='cp1252'>,infeasible,313.2135784626007,313.1560563000385,1.383437999873422,37,72,0,0,36,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.12.json' mode='r' encoding='cp1252'>,infeasible,309.59056663513184,309.54383089998737,1.9978289001155645,40,78,0,0,39,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.13.json' mode='r' encoding='cp1252'>,infeasible,310.88112139701843,310.82447839993984,1.4886103997705504,41,80,0,0,40,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.14.json' mode='r' encoding='cp1252'>,infeasible,319.23011589050293,319.17764420004096,1.229511400219053,26,50,0,0,25,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.15.json' mode='r' encoding='cp1252'>,infeasible,314.38638830184937,314.32875360001344,1.8488532000919804,43,84,0,0,42,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.16.json' mode='r' encoding='cp1252'>,infeasible,310.3163106441498,310.2707776000025,1.4255261003272608,45,88,0,0,44,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.17.json' mode='r' encoding='cp1252'>,infeasible,309.223393201828,309.16740979999304,2.0628860000288114,48,94,0,0,47,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.18.json' mode='r' encoding='cp1252'>,infeasible,310.52377343177795,310.47402070008684,1.3458638007286936,41,80,0,0,40,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.19.json' mode='r' encoding='cp1252'>,infeasible,306.53686237335205,306.4907697000308,2.4770660002250224,38,74,0,0,37,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.20.json' mode='r' encoding='cp1252'>,infeasible,312.15671277046204,312.1222771999892,1.37067950097844,39,76,0,0,38,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.21.json' mode='r' encoding='cp1252'>,infeasible,310.252418756485,310.20532770000864,3.0837346004555,41,80,0,0,40,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.22.json' mode='r' encoding='cp1252'>,infeasible,310.60376954078674,310.54874859994743,2.2674897006945685,45,88,0,0,44,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.23.json' mode='r' encoding='cp1252'>,infeasible,311.36167216300964,311.32477099995594,2.0268674000399187,39,76,0,0,38,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.24.json' mode='r' encoding='cp1252'>,infeasible,312.06671166419983,312.0360923000844,2.5638286005705595,48,94,0,0,47,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.25.json' mode='r' encoding='cp1252'>,infeasible,310.8526122570038,310.80345710006077,3.363313198904507,57,112,0,0,56,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.26.json' mode='r' encoding='cp1252'>,infeasible,312.0628569126129,312.0119734000182,3.308480599662289,44,86,0,0,43,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.27.json' mode='r' encoding='cp1252'>,infeasible,309.1245529651642,309.0757832999807,1.2711104993941262,35,68,0,0,34,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.28.json' mode='r' encoding='cp1252'>,infeasible,306.373140335083,306.3159635999473,1.2420137005392462,44,86,0,0,43,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.29.json' mode='r' encoding='cp1252'>,infeasible,308.2207541465759,308.1619325000793,1.5862638001563028,36,70,0,0,35,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.30.json' mode='r' encoding='cp1252'>,infeasible,317.07081937789917,317.0353438000893,2.008293400052935,32,62,0,0,31,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.31.json' mode='r' encoding='cp1252'>,infeasible,309.4457588195801,309.38860389997717,1.7698042998090386,46,90,0,0,45,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.32.json' mode='r' encoding='cp1252'>,infeasible,313.3639054298401,313.3083191999467,1.4195774999679998,40,78,0,0,39,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.33.json' mode='r' encoding='cp1252'>,infeasible,313.1070213317871,313.04922569997143,1.497911300160922,48,94,0,0,47,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.34.json' mode='r' encoding='cp1252'>,infeasible,309.72818303108215,309.69012080004904,2.77752610121388,54,106,0,0,53,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.35.json' mode='r' encoding='cp1252'>,infeasible,309.97045946121216,309.9521925000008,1.1763665993930772,51,100,0,0,50,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.36.json' mode='r' encoding='cp1252'>,infeasible,315.4241406917572,315.40730979992077,1.3902992997318506,36,70,0,0,35,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.37.json' mode='r' encoding='cp1252'>,infeasible,312.1836783885956,312.1663152000401,1.6793328003259376,48,94,0,0,47,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.38.json' mode='r' encoding='cp1252'>,infeasible,306.9034652709961,306.886354999966,4.123217699234374,68,134,0,0,67,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.39.json' mode='r' encoding='cp1252'>,infeasible,305.0420935153961,305.0232340999646,3.581732399878092,48,94,0,0,47,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.40.json' mode='r' encoding='cp1252'>,infeasible,308.28782415390015,308.2698495000368,2.294909899821505,53,104,0,0,52,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.41.json' mode='r' encoding='cp1252'>,infeasible,310.8954367637634,310.87936789996456,1.4566427001263946,62,122,0,0,61,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.42.json' mode='r' encoding='cp1252'>,infeasible,305.7642660140991,305.74838540004566,2.880630500148982,58,114,0,0,57,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.43.json' mode='r' encoding='cp1252'>,infeasible,304.71148443222046,304.69422930001747,1.4275223000440747,66,130,0,0,65,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.44.json' mode='r' encoding='cp1252'>,infeasible,306.8512225151062,306.83418970007915,1.4324802998453379,49,96,0,0,48,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.45.json' mode='r' encoding='cp1252'>,infeasible,309.1909136772156,309.17485900002066,1.5522100999951363,47,92,0,0,46,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.46.json' mode='r' encoding='cp1252'>,infeasible,306.59715604782104,306.5793169999961,2.2103806000668555,39,76,0,0,38,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.47.json' mode='r' encoding='cp1252'>,infeasible,305.96316599845886,305.9459273000248,2.663255299674347,50,98,0,0,49,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.48.json' mode='r' encoding='cp1252'>,infeasible,306.47539830207825,306.45782689994667,1.8925962003413588,52,102,0,0,51,0
<_io.TextIOWrapper name='../generated_instances/instance-k9.49.json' mode='r' encoding='cp1252'>,infeasible,306.1227502822876,306.1063979000319,2.279517800314352,71,140,0,0,70,0
