instance,score,total time,time in CBS,time in a_star,treesize,nodes_created,nodes_bypassed,nodes_pruned,cardinal_splits,pruned_by_cost,bypass,cardial_conflicts,heuristic
<_io.TextIOWrapper name='../generated_instances/instance-k6.0.json' mode='r' encoding='cp1252'>,infeasible,310.6406970024109,310.44026800000574,9.479069599474315,135,244,12,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.1.json' mode='r' encoding='cp1252'>,infeasible,310.01300263404846,309.89414230000693,6.601288100122474,91,156,12,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.2.json' mode='r' encoding='cp1252'>,infeasible,311.36381101608276,311.30774090002524,6.4075912000844255,123,228,8,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.3.json' mode='r' encoding='cp1252'>,infeasible,306.22187781333923,306.1791471000179,11.506446599785704,131,224,18,0,20,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.4.json' mode='r' encoding='cp1252'>,48,307.17348051071167,307.1369432999636,9.546834799693897,78,136,9,0,18,0,True,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.5.json' mode='r' encoding='cp1252'>,infeasible,306.06604075431824,305.9718916999991,13.13458509935299,127,170,41,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.6.json' mode='r' encoding='cp1252'>,48,309.95745062828064,309.873308499984,9.388731900660787,93,130,25,2,35,12,True,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.7.json' mode='r' encoding='cp1252'>,infeasible,314.1178777217865,313.89002620003885,4.617782700515818,93,136,24,0,24,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.8.json' mode='r' encoding='cp1252'>,infeasible,312.9829304218292,312.82418729999335,11.101257899834309,85,134,17,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.9.json' mode='r' encoding='cp1252'>,infeasible,312.21464109420776,312.1330277000088,11.828770600084681,108,192,11,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.10.json' mode='r' encoding='cp1252'>,infeasible,309.36993050575256,309.30273170000874,5.350624899961986,82,118,22,0,20,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.11.json' mode='r' encoding='cp1252'>,infeasible,311.8227436542511,311.74820999999065,6.389556000125594,62,94,14,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.12.json' mode='r' encoding='cp1252'>,infeasible,309.22605633735657,309.15963920002105,5.545585000130814,109,190,13,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.13.json' mode='r' encoding='cp1252'>,infeasible,307.0515410900116,306.95861809997587,8.16100710054161,78,126,14,0,20,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.14.json' mode='r' encoding='cp1252'>,infeasible,308.47729897499084,308.4147332999855,6.628442300017923,100,142,28,0,19,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.15.json' mode='r' encoding='cp1252'>,infeasible,307.01431035995483,306.9763838000363,10.300639999681152,90,158,10,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.16.json' mode='r' encoding='cp1252'>,infeasible,307.2950804233551,307.2152442000224,5.701084000058472,96,148,21,0,20,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.17.json' mode='r' encoding='cp1252'>,infeasible,305.5126233100891,305.41986139997607,4.4502327997470275,163,256,34,0,21,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.18.json' mode='r' encoding='cp1252'>,infeasible,310.691561460495,310.54840139998123,5.689989800332114,83,144,10,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.19.json' mode='r' encoding='cp1252'>,infeasible,307.546422958374,307.4697740999982,11.31152419972932,109,146,35,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.20.json' mode='r' encoding='cp1252'>,infeasible,309.0938529968262,308.94383400003426,6.89349309989484,73,124,10,0,22,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.21.json' mode='r' encoding='cp1252'>,infeasible,309.0692982673645,308.93300710001495,9.63579580001533,71,92,24,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.22.json' mode='r' encoding='cp1252'>,infeasible,309.59748911857605,309.2592759000254,5.5038145001162775,83,142,11,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.23.json' mode='r' encoding='cp1252'>,infeasible,310.6472907066345,310.52176760003204,7.777456799929496,73,126,9,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.24.json' mode='r' encoding='cp1252'>,infeasible,306.7730646133423,306.6361200999818,8.34513389953645,140,240,19,0,20,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.25.json' mode='r' encoding='cp1252'>,48,313.59838342666626,313.4580752000329,7.609634500055108,65,96,16,0,18,0,True,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.26.json' mode='r' encoding='cp1252'>,infeasible,304.45910477638245,304.33942730003037,15.455532299238257,177,340,6,0,16,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.27.json' mode='r' encoding='cp1252'>,infeasible,313.9485638141632,313.8103346999851,10.585676599876024,94,164,11,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.28.json' mode='r' encoding='cp1252'>,infeasible,308.95648288726807,308.8874991000048,5.0983657003962435,102,154,24,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.29.json' mode='r' encoding='cp1252'>,48,308.98575234413147,308.78283219999867,8.645421300141606,92,126,28,0,20,3,True,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.30.json' mode='r' encoding='cp1252'>,infeasible,306.3602297306061,306.2326166999992,11.01661920058541,192,358,12,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.31.json' mode='r' encoding='cp1252'>,infeasible,304.91029143333435,304.8297909999965,4.089651099755429,157,274,19,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.32.json' mode='r' encoding='cp1252'>,infeasible,307.12406182289124,307.0764829000109,8.45892680005636,119,224,6,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.33.json' mode='r' encoding='cp1252'>,infeasible,306.3734440803528,306.23504010000033,11.622392999881413,101,176,12,0,21,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.34.json' mode='r' encoding='cp1252'>,infeasible,305.3335199356079,305.2774972000043,8.555758100701496,136,246,12,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.35.json' mode='r' encoding='cp1252'>,infeasible,305.63216972351074,305.57842939998955,15.008862099668477,159,290,13,0,22,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.36.json' mode='r' encoding='cp1252'>,infeasible,306.44983673095703,306.39933830004884,12.178343300241977,109,146,35,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.37.json' mode='r' encoding='cp1252'>,infeasible,309.9522337913513,309.87935659999494,8.153008200228214,84,144,11,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.38.json' mode='r' encoding='cp1252'>,infeasible,307.47203493118286,307.4267543000169,5.317863899923395,86,112,29,0,19,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.39.json' mode='r' encoding='cp1252'>,48,304.4132950305939,304.3596278000041,6.330014600011054,86,122,24,0,30,10,True,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.40.json' mode='r' encoding='cp1252'>,infeasible,305.2013988494873,305.106348900008,7.005780000297818,91,110,35,0,24,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.41.json' mode='r' encoding='cp1252'>,infeasible,305.8143091201782,305.7367955999798,11.352195700223092,108,158,28,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.42.json' mode='r' encoding='cp1252'>,infeasible,307.2128584384918,307.16383730003145,8.113178500148933,144,250,18,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.43.json' mode='r' encoding='cp1252'>,infeasible,305.36154532432556,305.30774289998226,12.92169649968855,124,170,38,0,19,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.44.json' mode='r' encoding='cp1252'>,infeasible,307.67694306373596,307.6271203000215,11.645207499852404,118,142,46,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.45.json' mode='r' encoding='cp1252'>,infeasible,305.911949634552,305.85671540000476,12.39957550028339,96,164,13,0,24,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.46.json' mode='r' encoding='cp1252'>,infeasible,309.3891658782959,309.3279237000388,5.144722400116734,115,192,18,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.47.json' mode='r' encoding='cp1252'>,infeasible,305.96616864204407,305.88995120004984,9.195513700542506,111,188,16,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.48.json' mode='r' encoding='cp1252'>,infeasible,307.26623153686523,307.2071771000046,9.636941399541683,102,184,9,0,20,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.49.json' mode='r' encoding='cp1252'>,infeasible,307.7169165611267,307.6530622999999,8.523309800366405,110,188,15,0,18,0,,,
