instance,bypass,cardial_conflicts,heuristic,score,total time,time in CBS,time in a_star,treesize,nodes_created,nodes_bypassed,nodes_pruned,cardinal_splits,pruned_by_cost
<_io.TextIOWrapper name='generated_instances/instance-k5.0.json' mode='r' encoding='cp1252'>,True,False,True,41,303.02914214134216,302.79204470000695,165.42948989884462,2006,3206,402,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.1.json' mode='r' encoding='cp1252'>,,,,infeasible,302.31561732292175,302.2652291000122,143.95422600145685,2289,3780,398,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.2.json' mode='r' encoding='cp1252'>,True,False,True,41,302.8628556728363,302.80189990001963,161.90062019962352,2289,4112,232,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.3.json' mode='r' encoding='cp1252'>,True,False,True,41,302.307936668396,302.20295750000514,132.24541260133265,3124,4976,635,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.4.json' mode='r' encoding='cp1252'>,True,False,True,39,302.0420386791229,301.9715427000192,114.44263990176842,2290,2922,828,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.5.json' mode='r' encoding='cp1252'>,True,False,True,41,302.3339669704437,302.2799239999731,140.52036090096226,1932,3094,384,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.6.json' mode='r' encoding='cp1252'>,True,False,True,41,301.8925271034241,301.83238380000694,149.549116299022,2635,3940,664,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.7.json' mode='r' encoding='cp1252'>,True,False,True,37,301.1748616695404,300.801407299994,159.90950309910113,2791,3794,893,0,0,917
<_io.TextIOWrapper name='generated_instances/instance-k5.8.json' mode='r' encoding='cp1252'>,True,False,True,41,303.02246165275574,301.12644929997623,123.03096470184391,4508,6638,1188,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.9.json' mode='r' encoding='cp1252'>,True,False,True,41,301.4937958717346,301.474136099976,143.38993169827154,2603,4434,385,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.10.json' mode='r' encoding='cp1252'>,,,,infeasible,302.87673687934875,302.85212200001115,139.8028835960431,2085,3434,367,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.11.json' mode='r' encoding='cp1252'>,True,False,True,41,303.00201892852783,302.89370989997406,132.317450097471,1759,2700,408,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.12.json' mode='r' encoding='cp1252'>,,,,infeasible,302.79737734794617,302.74419250001665,140.04049009876326,1662,2754,284,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.13.json' mode='r' encoding='cp1252'>,True,False,True,41,302.0053858757019,301.9595264000236,116.22345929814037,4024,6310,868,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.14.json' mode='r' encoding='cp1252'>,True,False,True,37,301.8733377456665,301.8369093000074,140.32372060010675,2083,2576,794,0,0,606
<_io.TextIOWrapper name='generated_instances/instance-k5.15.json' mode='r' encoding='cp1252'>,True,False,True,41,303.7860028743744,303.7327354999725,166.43240539781982,1972,3332,305,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.16.json' mode='r' encoding='cp1252'>,,,,infeasible,301.4841616153717,301.3922152000014,147.33133240265306,2120,3492,373,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.17.json' mode='r' encoding='cp1252'>,True,False,True,41,302.00257205963135,301.92307429999346,146.8147944014636,1751,2842,329,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.18.json' mode='r' encoding='cp1252'>,,,,infeasible,301.5845956802368,301.5233756999951,109.21849580004346,1979,3004,476,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.19.json' mode='r' encoding='cp1252'>,True,False,True,41,301.58502173423767,301.4548768000095,143.77789209893672,1659,3008,154,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.20.json' mode='r' encoding='cp1252'>,True,False,True,41,301.8073310852051,301.7532715999987,149.9068173035048,2910,4670,574,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.21.json' mode='r' encoding='cp1252'>,True,False,True,41,301.14801239967346,301.074009700038,156.812362301338,2385,3990,389,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.22.json' mode='r' encoding='cp1252'>,True,False,True,37,300.88667583465576,300.80622450000374,165.9076526989811,2251,2586,957,0,0,350
<_io.TextIOWrapper name='generated_instances/instance-k5.23.json' mode='r' encoding='cp1252'>,True,False,True,41,302.47174978256226,302.43332319997717,148.19097079965286,2155,3608,350,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.24.json' mode='r' encoding='cp1252'>,True,False,True,37,300.79967522621155,300.73641570005566,143.43048690172145,2247,2490,1001,0,0,358
<_io.TextIOWrapper name='generated_instances/instance-k5.25.json' mode='r' encoding='cp1252'>,True,False,True,37,301.4058816432953,301.3158755999757,144.64515020162798,2094,2734,726,0,0,651
<_io.TextIOWrapper name='generated_instances/instance-k5.26.json' mode='r' encoding='cp1252'>,True,False,True,37,300.7515013217926,300.6879900000058,160.65010229637846,2273,3058,743,0,0,780
<_io.TextIOWrapper name='generated_instances/instance-k5.27.json' mode='r' encoding='cp1252'>,,,,infeasible,301.48631381988525,301.4248091999907,167.25558389932849,2804,4506,550,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k5.28.json' mode='r' encoding='cp1252'>,True,False,True,37,301.13412070274353,301.08717620000243,176.14999170060037,2686,3620,875,0,0,789
<_io.TextIOWrapper name='generated_instances/instance-k5.29.json' mode='r' encoding='cp1252'>,True,False,True,41,301.6017472743988,301.5461125000147,149.37732880044496,2778,4392,581,0,0,0
