instance,score,total time,time in CBS,time in a_star,treesize,nodes_created,nodes_bypassed,nodes_pruned,cardinal_splits,pruned_by_cost
<_io.TextIOWrapper name='generated_instances/instance-k8.0.json' mode='r' encoding='cp1252'>,infeasible,602.2157571315765,602.1892679999582,220.75088679615874,2402,3034,884,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k8.1.json' mode='r' encoding='cp1252'>,infeasible,602.5240902900696,602.508156200056,140.20404969505034,2350,3234,732,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k8.2.json' mode='r' encoding='cp1252'>,infeasible,603.8526923656464,603.8363181001041,233.4488494999241,1992,3964,9,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k8.3.json' mode='r' encoding='cp1252'>,infeasible,602.6658029556274,602.649345099926,172.24155360204168,2457,3406,753,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k8.4.json' mode='r' encoding='cp1252'>,infeasible,601.7895724773407,601.7756039999658,234.9729856052436,3128,3500,1377,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k8.5.json' mode='r' encoding='cp1252'>,infeasible,601.8872973918915,601.8703062999994,155.99135620321613,4537,5934,1569,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k8.6.json' mode='r' encoding='cp1252'>,infeasible,602.124089717865,602.1077572000213,140.08276550029404,3353,4012,1346,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k8.7.json' mode='r' encoding='cp1252'>,infeasible,601.8150298595428,601.7973541999236,130.00103689788375,2400,2864,967,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k8.8.json' mode='r' encoding='cp1252'>,infeasible,602.1988186836243,602.1828054999933,92.25667470146436,2076,2336,907,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k8.9.json' mode='r' encoding='cp1252'>,infeasible,602.0819280147552,602.0671335000079,269.9094442984788,2614,5092,67,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k8.10.json' mode='r' encoding='cp1252'>,infeasible,601.959052324295,601.9412068000529,247.92311210359912,2255,2774,867,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k8.11.json' mode='r' encoding='cp1252'>,infeasible,602.064905166626,602.050873399945,73.95344680151902,3527,4380,1336,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k8.12.json' mode='r' encoding='cp1252'>,infeasible,603.3171055316925,603.3018932999112,269.5396750984946,2769,3448,1044,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k8.13.json' mode='r' encoding='cp1252'>,infeasible,602.1975593566895,602.1751509999158,160.61035499803256,2329,2548,1054,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k8.14.json' mode='r' encoding='cp1252'>,infeasible,601.7045533657074,601.6885132999159,137.24592520005535,1999,2458,769,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k8.15.json' mode='r' encoding='cp1252'>,infeasible,601.7447583675385,601.7297489000484,196.27925669343676,2600,3620,789,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k8.16.json' mode='r' encoding='cp1252'>,infeasible,602.4141964912415,602.3985096999677,176.50944278761744,3791,4678,1451,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k8.17.json' mode='r' encoding='cp1252'>,infeasible,601.7212736606598,601.7044039000757,207.91247030487284,2465,3018,955,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k8.18.json' mode='r' encoding='cp1252'>,infeasible,601.9669210910797,601.9529509999556,219.061439303332,2289,3248,664,0,0,0
