instance,score,total time,time in CBS,time in a_star,treesize,nodes_created,nodes_bypassed,nodes_pruned,cardinal_splits,pruned_by_cost
<_io.TextIOWrapper name='generated_instances/instance-k6.0.json' mode='r' encoding='cp1252'>,infeasible,302.14651560783386,302.10439589997986,142.48635289887898,1552,3102,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.1.json' mode='r' encoding='cp1252'>,infeasible,301.3696708679199,301.3110261000111,113.13089929864509,1043,2084,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.2.json' mode='r' encoding='cp1252'>,infeasible,302.25619649887085,302.21857389999786,134.24158369738143,1473,2944,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.3.json' mode='r' encoding='cp1252'>,infeasible,301.5205636024475,301.47786169999745,154.63033070164965,1579,3156,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.4.json' mode='r' encoding='cp1252'>,infeasible,302.1041467189789,302.0778491999954,104.39716989983572,1029,2056,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.5.json' mode='r' encoding='cp1252'>,infeasible,301.34049892425537,301.28849940001965,161.1353758998448,1763,3524,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.6.json' mode='r' encoding='cp1252'>,infeasible,301.67413544654846,301.62238930002786,95.38685669796541,960,1918,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.7.json' mode='r' encoding='cp1252'>,infeasible,301.6235249042511,301.5814643999911,144.08332429995062,1021,2040,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.8.json' mode='r' encoding='cp1252'>,infeasible,301.933066368103,301.8935201000422,131.82782270136522,1113,2224,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.9.json' mode='r' encoding='cp1252'>,infeasible,301.47369503974915,301.4196285000071,129.21693779883208,1524,3046,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.10.json' mode='r' encoding='cp1252'>,infeasible,301.67653942108154,301.6299016000121,99.71658289979678,1018,2034,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.11.json' mode='r' encoding='cp1252'>,infeasible,302.3965365886688,302.3582655999926,76.35596250067465,672,1342,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.12.json' mode='r' encoding='cp1252'>,infeasible,301.43928718566895,301.3910532000009,115.45784580137115,965,1928,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.13.json' mode='r' encoding='cp1252'>,infeasible,301.666570186615,301.59637600003043,110.79608270147583,1033,2064,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.14.json' mode='r' encoding='cp1252'>,infeasible,301.29015040397644,301.2405897999997,117.73593840113608,1120,2238,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.15.json' mode='r' encoding='cp1252'>,infeasible,302.00620555877686,301.9525498999865,119.26043029833818,1330,2658,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.16.json' mode='r' encoding='cp1252'>,infeasible,301.74469780921936,301.7077674000175,83.35783810104476,1321,2640,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.17.json' mode='r' encoding='cp1252'>,infeasible,301.880295753479,301.83584190002875,161.13226909772493,1912,3822,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.18.json' mode='r' encoding='cp1252'>,infeasible,302.24200534820557,302.20738219999475,78.1092264992767,1133,2264,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.19.json' mode='r' encoding='cp1252'>,infeasible,301.7555458545685,301.71572979999473,117.12426729995059,1518,3034,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.20.json' mode='r' encoding='cp1252'>,infeasible,301.65504455566406,301.60527739999816,131.68408570083557,937,1872,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.21.json' mode='r' encoding='cp1252'>,infeasible,301.65676164627075,301.6125966000254,88.28935270133661,871,1740,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.22.json' mode='r' encoding='cp1252'>,infeasible,301.9072015285492,301.8661673999741,112.09011559863575,927,1852,0,0,0,0
