instance,bypass,cardial_conflicts,heuristic,score,total time,time in CBS,time in a_star,treesize,nodes_created,nodes_bypassed,nodes_pruned,cardinal_splits,pruned_by_cost
<_io.TextIOWrapper name='generated_instances/instance-k6.0.json' mode='r' encoding='cp1252'>,False,False,True,50,302.47114658355713,302.4118299999973,95.0371456979774,2791,5580,0,0,0,17
<_io.TextIOWrapper name='generated_instances/instance-k6.1.json' mode='r' encoding='cp1252'>,False,False,True,52,301.0501501560211,301.00524219998624,181.76339870179072,1648,3294,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.2.json' mode='r' encoding='cp1252'>,False,False,True,50,302.66277050971985,302.6043595999945,126.43525450199377,2516,5030,0,0,0,20
<_io.TextIOWrapper name='generated_instances/instance-k6.3.json' mode='r' encoding='cp1252'>,,,,infeasible,301.17814683914185,301.12509739998495,177.93505709781311,2327,4652,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.4.json' mode='r' encoding='cp1252'>,False,False,True,50,301.60249066352844,301.5421054000035,162.42816569964634,1821,3640,0,0,0,30
<_io.TextIOWrapper name='generated_instances/instance-k6.5.json' mode='r' encoding='cp1252'>,False,False,True,50,301.8772428035736,301.8178889999981,203.97706810134696,1565,3128,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.6.json' mode='r' encoding='cp1252'>,False,False,True,52,301.31808710098267,301.1883699000464,153.29438700078754,1804,3606,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.7.json' mode='r' encoding='cp1252'>,False,False,True,50,302.02359318733215,301.97049779997906,111.92623599758372,2385,4768,0,0,0,47
<_io.TextIOWrapper name='generated_instances/instance-k6.8.json' mode='r' encoding='cp1252'>,False,False,True,48,302.00449442863464,301.86354759999085,168.3837737980648,1683,3364,0,0,0,36
<_io.TextIOWrapper name='generated_instances/instance-k6.9.json' mode='r' encoding='cp1252'>,False,False,True,50,301.65185713768005,301.58342879998963,177.19525299948873,1897,3792,0,0,0,11
<_io.TextIOWrapper name='generated_instances/instance-k6.10.json' mode='r' encoding='cp1252'>,False,False,True,50,301.1680886745453,301.1008144999505,162.36038190027466,1598,3194,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.11.json' mode='r' encoding='cp1252'>,False,False,True,52,301.41817474365234,301.3689621000085,164.3758861985989,1258,2514,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.12.json' mode='r' encoding='cp1252'>,False,False,True,48,301.948748588562,301.89741949999006,113.85703649872448,2020,4038,0,0,0,634
<_io.TextIOWrapper name='generated_instances/instance-k6.13.json' mode='r' encoding='cp1252'>,False,False,True,48,302.03877806663513,301.9858760999632,129.76449329801835,1946,3890,0,0,0,42
<_io.TextIOWrapper name='generated_instances/instance-k6.14.json' mode='r' encoding='cp1252'>,False,False,True,50,302.00347208976746,301.9422434999724,163.85469789715717,1844,3686,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.15.json' mode='r' encoding='cp1252'>,,,,infeasible,301.9038906097412,301.8475338999997,127.11447329842485,2428,4854,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.16.json' mode='r' encoding='cp1252'>,False,False,True,50,302.4265921115875,302.368145800021,94.55765990092186,2459,4916,0,0,0,25
<_io.TextIOWrapper name='generated_instances/instance-k6.17.json' mode='r' encoding='cp1252'>,,,,infeasible,302.5477612018585,302.48978559998795,67.06352190242615,3938,7874,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.18.json' mode='r' encoding='cp1252'>,False,False,True,50,302.2916741371155,302.2361154999817,101.94938059960259,2271,4540,0,0,0,13
<_io.TextIOWrapper name='generated_instances/instance-k6.19.json' mode='r' encoding='cp1252'>,False,False,True,50,301.3532392978668,301.29331969999475,195.74344869836932,1528,3054,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.20.json' mode='r' encoding='cp1252'>,False,False,True,52,301.7974853515625,301.7400302999886,119.40596760477638,2258,4514,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.21.json' mode='r' encoding='cp1252'>,False,False,True,48,301.59550976753235,301.55345449998276,124.50005289970431,1600,3198,0,0,0,392
<_io.TextIOWrapper name='generated_instances/instance-k6.22.json' mode='r' encoding='cp1252'>,,,,infeasible,301.5864734649658,301.5531819000025,159.62290799978655,1497,2992,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.23.json' mode='r' encoding='cp1252'>,,,,infeasible,301.4337673187256,301.38483980001183,154.06569929979742,1727,3452,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.24.json' mode='r' encoding='cp1252'>,False,False,True,48,300.85602951049805,300.7983515000087,166.97748079936719,1989,3976,0,0,0,578
<_io.TextIOWrapper name='generated_instances/instance-k6.25.json' mode='r' encoding='cp1252'>,False,False,True,48,302.07128643989563,302.0267201999668,133.23845730075845,1664,3326,0,0,0,94
<_io.TextIOWrapper name='generated_instances/instance-k6.26.json' mode='r' encoding='cp1252'>,False,False,True,52,301.79436016082764,301.74749899999006,123.09555579925654,2633,5264,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.27.json' mode='r' encoding='cp1252'>,False,False,True,48,301.9668724536896,301.5253835999756,123.36954829917522,2020,4038,0,0,0,481
<_io.TextIOWrapper name='generated_instances/instance-k6.28.json' mode='r' encoding='cp1252'>,False,False,True,50,301.9811761379242,301.94370980001986,76.82367209933,2830,5658,0,0,0,15
<_io.TextIOWrapper name='generated_instances/instance-k6.29.json' mode='r' encoding='cp1252'>,False,False,True,48,302.0497784614563,301.98244479997084,123.93185739789624,2113,4224,0,0,0,476
<_io.TextIOWrapper name='generated_instances/instance-k6.30.json' mode='r' encoding='cp1252'>,False,False,True,52,301.7764632701874,301.72443539998494,169.30940720019862,2554,5106,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.31.json' mode='r' encoding='cp1252'>,False,False,True,48,301.97461128234863,301.91843229997903,131.03996920055943,2572,5142,0,0,0,703
<_io.TextIOWrapper name='generated_instances/instance-k6.32.json' mode='r' encoding='cp1252'>,False,False,True,48,300.96977639198303,300.9052924999851,183.8722801002441,1715,3428,0,0,0,381
<_io.TextIOWrapper name='generated_instances/instance-k6.33.json' mode='r' encoding='cp1252'>,False,False,True,48,301.2700192928314,301.1963652000413,161.57066010066774,1851,3700,0,0,0,84
<_io.TextIOWrapper name='generated_instances/instance-k6.34.json' mode='r' encoding='cp1252'>,False,False,True,50,302.5535352230072,302.50367639999604,71.25914660008857,3661,7320,0,0,0,21
<_io.TextIOWrapper name='generated_instances/instance-k6.35.json' mode='r' encoding='cp1252'>,False,False,True,52,301.5446183681488,301.4976842000033,158.27976059884531,2483,4964,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.36.json' mode='r' encoding='cp1252'>,False,False,True,50,302.59477853775024,302.5519782999763,45.27110789937433,3222,6442,0,0,0,18
<_io.TextIOWrapper name='generated_instances/instance-k6.37.json' mode='r' encoding='cp1252'>,False,False,True,50,302.22947907447815,302.18020790000446,85.4328725982341,2556,5110,0,0,0,13
<_io.TextIOWrapper name='generated_instances/instance-k6.38.json' mode='r' encoding='cp1252'>,,,,infeasible,301.2582745552063,301.21310860000085,157.95490340143442,1682,3362,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.39.json' mode='r' encoding='cp1252'>,False,False,True,52,301.4475486278534,301.413217000023,137.7735016986262,2056,4110,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.40.json' mode='r' encoding='cp1252'>,False,False,True,50,301.42932629585266,301.38663070002804,96.52053450152744,2467,4932,0,0,0,45
<_io.TextIOWrapper name='generated_instances/instance-k6.41.json' mode='r' encoding='cp1252'>,False,False,True,52,301.0351700782776,300.9926524000475,189.2402570991544,1807,3612,0,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k6.42.json' mode='r' encoding='cp1252'>,False,False,True,50,301.885781288147,301.83991839998635,135.42312500119442,2504,5006,0,0,0,20
<_io.TextIOWrapper name='generated_instances/instance-k6.43.json' mode='r' encoding='cp1252'>,False,False,True,52,301.480144739151,301.44933450000826,162.71264950180193,2257,4512,0,0,0,0
