instance,score,total time,time in CBS,time in a_star,treesize,nodes_created,nodes_bypassed,nodes_pruned,cardinal_splits,pruned_by_cost
<_io.TextIOWrapper name='../generated_instances/instance-k8.0.json' mode='r' encoding='cp1252'>,infeasible,610.3123095035553,610.1087373998016,5.089684800012037,161,320,0,0,21,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.1.json' mode='r' encoding='cp1252'>,infeasible,608.6690509319305,608.6479948000051,8.112396196695045,179,356,0,0,45,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.2.json' mode='r' encoding='cp1252'>,infeasible,608.7558922767639,608.7354818999302,15.661820900859311,232,462,0,0,40,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.3.json' mode='r' encoding='cp1252'>,infeasible,606.1405365467072,606.1216331999749,15.763145298231393,188,374,0,0,45,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.4.json' mode='r' encoding='cp1252'>,infeasible,610.1868097782135,610.1685601999052,16.6796783991158,187,372,0,0,16,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.5.json' mode='r' encoding='cp1252'>,infeasible,605.451051235199,605.4346567001194,10.859986901516095,283,564,0,0,51,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.6.json' mode='r' encoding='cp1252'>,infeasible,608.7444427013397,608.7235899001826,8.32640080107376,164,326,0,0,16,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.7.json' mode='r' encoding='cp1252'>,infeasible,609.1191213130951,609.0996592000592,12.324215603992343,164,326,0,0,38,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.8.json' mode='r' encoding='cp1252'>,infeasible,610.8438858985901,610.8257883000188,11.882465199567378,161,320,0,0,33,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.9.json' mode='r' encoding='cp1252'>,infeasible,609.2145478725433,609.196058700094,6.146450799424201,190,378,0,0,15,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.10.json' mode='r' encoding='cp1252'>,infeasible,610.0122561454773,609.9958329999354,14.485010402742773,179,356,0,0,35,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.11.json' mode='r' encoding='cp1252'>,infeasible,605.5901577472687,605.5695585000794,11.377675300231203,253,504,0,0,49,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.12.json' mode='r' encoding='cp1252'>,infeasible,606.0130722522736,605.9926241999492,21.019501300994307,188,374,0,0,38,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.13.json' mode='r' encoding='cp1252'>,infeasible,608.9100260734558,608.8939688000828,9.680173803819343,167,332,0,0,42,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.14.json' mode='r' encoding='cp1252'>,infeasible,605.6214637756348,605.6050353997853,13.537157996324822,217,432,0,0,45,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.15.json' mode='r' encoding='cp1252'>,infeasible,606.5398778915405,606.5268164000008,12.658094699960202,223,444,0,0,51,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.16.json' mode='r' encoding='cp1252'>,infeasible,606.1490497589111,606.1323580001481,9.652765404433012,352,702,0,0,37,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.17.json' mode='r' encoding='cp1252'>,infeasible,604.9534895420074,604.9376284000464,6.711681999731809,176,350,0,0,41,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.18.json' mode='r' encoding='cp1252'>,infeasible,605.0572693347931,605.0417922998313,23.215598098933697,220,438,0,0,38,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.19.json' mode='r' encoding='cp1252'>,infeasible,605.9482553005219,605.9330941999797,21.387859603390098,266,530,0,0,35,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.20.json' mode='r' encoding='cp1252'>,infeasible,606.7514340877533,606.7338049998507,13.30828249733895,151,300,0,0,39,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.21.json' mode='r' encoding='cp1252'>,infeasible,607.1861412525177,607.1702336999588,7.2736362994182855,167,332,0,0,17,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.22.json' mode='r' encoding='cp1252'>,infeasible,606.6956214904785,606.6792258999776,7.081926297163591,158,314,0,0,46,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.23.json' mode='r' encoding='cp1252'>,infeasible,607.957850933075,607.9446174998302,12.950689199380577,154,306,0,0,34,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.24.json' mode='r' encoding='cp1252'>,infeasible,609.388082742691,609.373615700053,6.453148399712518,172,342,0,0,40,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.25.json' mode='r' encoding='cp1252'>,infeasible,604.7441563606262,604.7296704000328,8.71188739920035,235,468,0,0,40,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.26.json' mode='r' encoding='cp1252'>,infeasible,605.7509348392487,605.7343744998798,11.274827598128468,173,344,0,0,42,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.27.json' mode='r' encoding='cp1252'>,infeasible,608.0026953220367,607.9876322001219,10.18131719599478,214,426,0,0,42,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.28.json' mode='r' encoding='cp1252'>,infeasible,607.2847919464111,607.2693715998903,24.386345100356266,236,461,0,0,16,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.29.json' mode='r' encoding='cp1252'>,infeasible,606.7281925678253,606.7138451999053,13.979678601026535,175,348,0,0,17,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.30.json' mode='r' encoding='cp1252'>,infeasible,605.7083692550659,605.6939577001613,17.167333596851677,190,378,0,0,46,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.31.json' mode='r' encoding='cp1252'>,infeasible,611.0101161003113,610.9945532002021,12.473134899977595,202,402,0,0,39,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.32.json' mode='r' encoding='cp1252'>,infeasible,605.4380836486816,605.4224138997961,15.424045396968722,217,432,0,0,35,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.33.json' mode='r' encoding='cp1252'>,infeasible,609.1431815624237,609.1259246999398,12.082945201545954,177,352,0,0,30,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.34.json' mode='r' encoding='cp1252'>,infeasible,606.7981433868408,606.7816637000069,12.896968001499772,214,426,0,0,54,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.35.json' mode='r' encoding='cp1252'>,infeasible,608.1165828704834,608.1008358998224,7.958966298261657,153,304,0,0,20,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.36.json' mode='r' encoding='cp1252'>,infeasible,606.5691466331482,606.5517480999697,11.860676996642724,184,366,0,0,19,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.37.json' mode='r' encoding='cp1252'>,infeasible,611.6643509864807,611.6501960000023,26.78080240334384,132,262,0,0,16,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.38.json' mode='r' encoding='cp1252'>,infeasible,606.0605511665344,606.0455086999573,21.762218203162774,199,396,0,0,35,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.39.json' mode='r' encoding='cp1252'>,infeasible,608.5683934688568,608.5553611000068,14.109762896085158,159,316,0,0,37,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.40.json' mode='r' encoding='cp1252'>,infeasible,607.6661427021027,607.6514999999199,22.728750600479543,166,330,0,0,17,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.41.json' mode='r' encoding='cp1252'>,infeasible,608.1643481254578,608.1500066998415,7.292296997504309,170,338,0,0,47,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.42.json' mode='r' encoding='cp1252'>,infeasible,605.4553666114807,605.4405468001496,16.953619297361,182,362,0,0,40,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.43.json' mode='r' encoding='cp1252'>,infeasible,606.3826568126678,606.3680644000415,8.178076799260452,173,344,0,0,41,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.44.json' mode='r' encoding='cp1252'>,infeasible,606.625636100769,606.610824199859,19.31723860045895,260,518,0,0,17,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.45.json' mode='r' encoding='cp1252'>,infeasible,608.7920546531677,608.7721579000354,8.79585009906441,180,358,0,0,35,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.46.json' mode='r' encoding='cp1252'>,infeasible,605.9158990383148,605.9023657999933,5.569928399519995,159,316,0,0,28,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.47.json' mode='r' encoding='cp1252'>,infeasible,605.9328773021698,605.9194183000363,5.7635747015010566,142,282,0,0,15,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.48.json' mode='r' encoding='cp1252'>,infeasible,606.2948386669159,606.280642000027,17.837318697944283,238,474,0,0,48,0
<_io.TextIOWrapper name='../generated_instances/instance-k8.49.json' mode='r' encoding='cp1252'>,infeasible,607.9176411628723,607.902950800024,14.439864799380302,150,298,0,0,35,0
