instance,score,total time,time in CBS,time in a_star,treesize,nodes_created,nodes_bypassed,nodes_pruned,cardinal_splits,pruned_by_cost,bypass,cardial_conflicts,heuristic
<_io.TextIOWrapper name='../generated_instances/instance-k6.0.json' mode='r' encoding='cp1252'>,infeasible,304.78425645828247,304.736801400024,8.646305799484253,149,296,0,0,16,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.1.json' mode='r' encoding='cp1252'>,infeasible,306.3104808330536,306.2387658999651,6.464691999484785,99,196,0,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.2.json' mode='r' encoding='cp1252'>,infeasible,306.0346608161926,305.9895840000245,8.361444100155495,133,264,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.3.json' mode='r' encoding='cp1252'>,infeasible,307.15293192863464,307.09972100000596,13.216430800152011,183,364,0,0,19,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.4.json' mode='r' encoding='cp1252'>,48,307.4529643058777,307.4032145999954,12.7111107998644,115,228,0,0,17,4,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.5.json' mode='r' encoding='cp1252'>,infeasible,306.1573441028595,306.04514370003017,17.402928299969062,139,276,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.6.json' mode='r' encoding='cp1252'>,48,306.2112021446228,306.1477171999868,9.27261169947451,89,176,0,0,33,5,False,True,True
<_io.TextIOWrapper name='../generated_instances/instance-k6.7.json' mode='r' encoding='cp1252'>,infeasible,307.21338629722595,307.09471570001915,13.098132700484712,120,238,0,0,7,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.8.json' mode='r' encoding='cp1252'>,infeasible,308.2563307285309,308.17808660003357,8.653644799662288,112,222,0,0,19,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.9.json' mode='r' encoding='cp1252'>,infeasible,306.2068748474121,306.1256723999977,9.323728500516154,122,242,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.10.json' mode='r' encoding='cp1252'>,infeasible,307.46526193618774,307.3982981000445,6.837178100016899,87,172,0,0,20,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.11.json' mode='r' encoding='cp1252'>,infeasible,310.98471999168396,310.92923230002634,6.604387700674124,63,124,0,0,17,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.12.json' mode='r' encoding='cp1252'>,infeasible,309.6636040210724,309.60499110003,8.036138801136985,102,202,0,0,18,0,,,
<_io.TextIOWrapper name='../generated_instances/instance-k6.13.json' mode='r' encoding='cp1252'>,48,307.06572818756104,307.0160653999774,8.071436999947764,102,202,0,0,21,9,False,True,True
