instance,bypass,cardial_conflicts,heuristic,score,total time,time in CBS,time in a_star,treesize,nodes_created,nodes_bypassed,nodes_pruned,cardinal_splits,pruned_by_cost
<_io.TextIOWrapper name='../generated_instances/instance-k3.0.json' mode='r' encoding='cp1252'>,True,True,True,19,11.343910932540894,11.24230240000179,0.3801785002578981,14,18,4,0,6,3
<_io.TextIOWrapper name='../generated_instances/instance-k3.1.json' mode='r' encoding='cp1252'>,True,True,True,19,44.12849712371826,44.076254899962805,1.6590753000346012,14,14,4,2,6,3
<_io.TextIOWrapper name='../generated_instances/instance-k3.2.json' mode='r' encoding='cp1252'>,True,True,True,19,18.909942388534546,18.797604500025045,0.3957771999994293,8,8,1,2,5,1
<_io.TextIOWrapper name='../generated_instances/instance-k3.3.json' mode='r' encoding='cp1252'>,True,True,True,19,24.962480783462524,23.420795599988196,0.48092690005432814,14,14,4,2,6,3
<_io.TextIOWrapper name='../generated_instances/instance-k3.4.json' mode='r' encoding='cp1252'>,True,True,True,19,20.281734228134155,20.169838099973276,0.38979779998771846,6,6,1,1,4,0
<_io.TextIOWrapper name='../generated_instances/instance-k3.5.json' mode='r' encoding='cp1252'>,True,True,True,21,305.98550844192505,305.64653179998277,20.956520000530872,508,898,58,0,7,0
<_io.TextIOWrapper name='../generated_instances/instance-k3.6.json' mode='r' encoding='cp1252'>,True,True,True,19,11.05814003944397,10.973819700011518,0.222614599915687,6,6,1,1,4,0
<_io.TextIOWrapper name='../generated_instances/instance-k3.7.json' mode='r' encoding='cp1252'>,True,True,True,19,14.364787340164185,14.247941800043918,0.27850229997420684,7,6,2,1,4,0
<_io.TextIOWrapper name='../generated_instances/instance-k3.8.json' mode='r' encoding='cp1252'>,True,True,True,21,303.2653250694275,303.17513589997543,24.0110034000827,468,902,16,0,7,0
<_io.TextIOWrapper name='../generated_instances/instance-k3.9.json' mode='r' encoding='cp1252'>,True,True,True,19,14.160610675811768,14.104899400030263,0.218738499970641,11,10,2,3,6,2
<_io.TextIOWrapper name='../generated_instances/instance-k3.10.json' mode='r' encoding='cp1252'>,True,True,True,21,305.0738024711609,304.9797615999705,25.97293180046836,465,900,14,0,7,0
<_io.TextIOWrapper name='../generated_instances/instance-k3.11.json' mode='r' encoding='cp1252'>,True,True,True,19,19.391141891479492,19.32729709998239,0.341813099978026,8,8,1,2,5,1
<_io.TextIOWrapper name='../generated_instances/instance-k3.12.json' mode='r' encoding='cp1252'>,True,True,True,21,307.0672171115875,306.98876699997345,20.149934300628956,783,1112,226,0,7,0
<_io.TextIOWrapper name='../generated_instances/instance-k3.13.json' mode='r' encoding='cp1252'>,True,True,True,19,18.64477038383484,18.581514099962078,0.35848190006799996,11,10,2,3,6,2
<_io.TextIOWrapper name='../generated_instances/instance-k3.14.json' mode='r' encoding='cp1252'>,True,True,True,19,20.78486657142639,20.707572199986316,0.3848053999245167,8,8,1,2,5,1
<_io.TextIOWrapper name='../generated_instances/instance-k3.15.json' mode='r' encoding='cp1252'>,True,True,True,19,37.798831939697266,37.29994150000857,1.4132141000591218,14,18,4,0,6,3
<_io.TextIOWrapper name='../generated_instances/instance-k3.16.json' mode='r' encoding='cp1252'>,True,True,True,19,22.03677535057068,21.99807279999368,0.7948845001519658,14,18,4,0,6,3
<_io.TextIOWrapper name='../generated_instances/instance-k3.17.json' mode='r' encoding='cp1252'>,True,True,True,19,14.96265196800232,14.915434699971229,0.2591357998899184,11,10,2,3,6,2
<_io.TextIOWrapper name='../generated_instances/instance-k3.18.json' mode='r' encoding='cp1252'>,True,True,True,21,307.7382686138153,307.61790220002877,22.182868600299116,396,772,9,0,7,0
<_io.TextIOWrapper name='../generated_instances/instance-k3.19.json' mode='r' encoding='cp1252'>,True,True,True,19,7.0148608684539795,6.84302759997081,0.12336239992873743,6,6,1,1,4,0
<_io.TextIOWrapper name='../generated_instances/instance-k3.20.json' mode='r' encoding='cp1252'>,True,True,True,19,10.342389583587646,10.2421090999851,0.27516110008582473,6,6,1,1,4,0
<_io.TextIOWrapper name='../generated_instances/instance-k3.21.json' mode='r' encoding='cp1252'>,True,True,True,19,28.641007900238037,28.565719300007913,0.6627656000200659,11,10,2,3,6,2
<_io.TextIOWrapper name='../generated_instances/instance-k3.22.json' mode='r' encoding='cp1252'>,True,True,True,19,21.034494638442993,20.93774719996145,0.46114689990645275,9,8,3,1,4,1
<_io.TextIOWrapper name='../generated_instances/instance-k3.23.json' mode='r' encoding='cp1252'>,True,True,True,19,15.99246621131897,15.882372899970505,0.2829791999538429,8,8,1,2,5,1
<_io.TextIOWrapper name='../generated_instances/instance-k3.24.json' mode='r' encoding='cp1252'>,True,True,True,19,14.169472932815552,14.074382900027558,0.2891437000944279,7,6,2,1,4,0
<_io.TextIOWrapper name='../generated_instances/instance-k3.25.json' mode='r' encoding='cp1252'>,True,True,True,19,14.240201950073242,14.100708700018004,0.218032100063283,6,6,1,1,4,0
<_io.TextIOWrapper name='../generated_instances/instance-k3.26.json' mode='r' encoding='cp1252'>,True,True,True,19,12.4607994556427,12.36774980003247,0.24316770007135347,6,6,1,1,4,0
<_io.TextIOWrapper name='../generated_instances/instance-k3.27.json' mode='r' encoding='cp1252'>,True,True,True,19,10.710448265075684,10.619986400008202,0.19342130003497005,8,8,1,2,5,1
<_io.TextIOWrapper name='../generated_instances/instance-k3.28.json' mode='r' encoding='cp1252'>,True,True,True,19,14.686978578567505,14.592835400020704,0.24966739973751828,8,8,1,2,5,1
<_io.TextIOWrapper name='../generated_instances/instance-k3.29.json' mode='r' encoding='cp1252'>,True,True,True,19,14.10348916053772,14.016211199981626,0.2514047999866307,9,8,3,1,4,1
<_io.TextIOWrapper name='../generated_instances/instance-k3.30.json' mode='r' encoding='cp1252'>,True,True,True,19,9.89143419265747,9.78611720004119,0.15051739994669333,6,6,1,1,4,0
<_io.TextIOWrapper name='../generated_instances/instance-k3.31.json' mode='r' encoding='cp1252'>,True,True,True,21,305.6908757686615,305.6051839000429,27.434907699760515,294,554,16,0,7,0
<_io.TextIOWrapper name='../generated_instances/instance-k3.32.json' mode='r' encoding='cp1252'>,True,True,True,19,12.792160034179688,12.547892700007651,0.3965314999804832,9,8,3,1,4,1
<_io.TextIOWrapper name='../generated_instances/instance-k3.33.json' mode='r' encoding='cp1252'>,True,True,True,19,8.422038078308105,8.35271379997721,0.1751145000453107,6,6,1,1,4,0
