instance,score,total time,time in CBS,time in a_star,treesize,nodes_created,nodes_bypassed,nodes_pruned,cardinal_splits,pruned_by_cost
<_io.TextIOWrapper name='generated_instances/instance-k4.0.json' mode='r' encoding='cp1252'>,infeasible,301.55407214164734,301.4343184999889,178.0443479985115,3663,4302,1511,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k4.1.json' mode='r' encoding='cp1252'>,infeasible,301.2408061027527,301.1880050000036,191.23243380209897,2658,3254,1030,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k4.2.json' mode='r' encoding='cp1252'>,infeasible,301.26286935806274,301.2079325999948,145.5362379985745,2657,3372,970,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k4.3.json' mode='r' encoding='cp1252'>,infeasible,301.109961271286,301.0535349000129,180.74411910225172,1967,3888,22,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k4.4.json' mode='r' encoding='cp1252'>,infeasible,301.1136169433594,301.06138500000816,178.3627474027453,1619,3224,6,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k4.5.json' mode='r' encoding='cp1252'>,infeasible,301.5973036289215,301.54136890004156,134.74432150187204,3252,4094,1204,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k4.6.json' mode='r' encoding='cp1252'>,infeasible,301.09269189834595,301.036448400002,195.79724439937854,2230,4434,12,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k4.7.json' mode='r' encoding='cp1252'>,infeasible,301.3503427505493,301.28692449996015,178.82459149841452,3384,4182,1292,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k4.8.json' mode='r' encoding='cp1252'>,infeasible,300.7942945957184,300.74012069997843,224.05084380117478,1459,2894,11,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k4.9.json' mode='r' encoding='cp1252'>,infeasible,301.22866582870483,301.174847300048,206.15963629848557,2249,4484,6,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k4.10.json' mode='r' encoding='cp1252'>,infeasible,301.2380726337433,301.18701860000147,138.75364380172687,4382,5536,1613,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k4.11.json' mode='r' encoding='cp1252'>,infeasible,301.01743507385254,300.9617443999741,220.4078488018713,1658,3284,15,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k4.12.json' mode='r' encoding='cp1252'>,infeasible,301.03538155555725,300.9785321999807,170.65256829879945,2322,2752,945,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k4.13.json' mode='r' encoding='cp1252'>,infeasible,301.99443888664246,301.93605590000516,133.30878939683316,2750,3232,1133,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k4.14.json' mode='r' encoding='cp1252'>,infeasible,302.4816997051239,302.42680340004154,142.85779779945733,2512,3168,927,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k4.15.json' mode='r' encoding='cp1252'>,infeasible,301.36746525764465,301.2992215999984,153.2181860015262,2478,2870,1042,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k4.16.json' mode='r' encoding='cp1252'>,infeasible,300.8945965766907,300.8389610000304,182.43871370033594,2194,2670,858,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k4.17.json' mode='r' encoding='cp1252'>,infeasible,301.79495549201965,301.7124065000098,126.77397380152252,3313,3978,1323,0,0,0
<_io.TextIOWrapper name='generated_instances/instance-k4.18.json' mode='r' encoding='cp1252'>,infeasible,302.2419774532318,302.17548999999417,212.829514699406,1957,3904,4,0,0,0
