instance,score,total time,time in CBS,time in a_star,treesize,nodes_created,nodes_bypassed,nodes_pruned,cardinal_splits,pruned_by_cost
<_io.TextIOWrapper name='../generated_instances/instance-k10.0.json' mode='r' encoding='cp1252'>,infeasible,315.89677906036377,315.82239620003384,2.167446300096344,33,64,0,0,32,0
<_io.TextIOWrapper name='../generated_instances/instance-k10.1.json' mode='r' encoding='cp1252'>,infeasible,312.34567523002625,312.27388649998466,2.7456265001674183,40,78,0,0,39,0
<_io.TextIOWrapper name='../generated_instances/instance-k10.2.json' mode='r' encoding='cp1252'>,infeasible,311.467524766922,311.39615360001335,1.1177851999527775,29,56,0,0,28,0
<_io.TextIOWrapper name='../generated_instances/instance-k10.3.json' mode='r' encoding='cp1252'>,infeasible,308.63163018226624,308.558778000006,2.8755028998712078,36,70,0,0,35,0
<_io.TextIOWrapper name='../generated_instances/instance-k10.4.json' mode='r' encoding='cp1252'>,infeasible,311.70517230033875,311.6438424999942,2.236377700290177,36,70,0,0,35,0
<_io.TextIOWrapper name='../generated_instances/instance-k10.5.json' mode='r' encoding='cp1252'>,infeasible,310.79690647125244,310.7223059000098,2.034602399857249,33,64,0,0,32,0
<_io.TextIOWrapper name='../generated_instances/instance-k10.6.json' mode='r' encoding='cp1252'>,infeasible,319.28124618530273,319.2194866000209,1.3514352001948282,28,54,0,0,27,0
<_io.TextIOWrapper name='../generated_instances/instance-k10.7.json' mode='r' encoding='cp1252'>,infeasible,313.6674265861511,313.57951059995685,3.1981910996255465,36,70,0,0,35,0
<_io.TextIOWrapper name='../generated_instances/instance-k10.8.json' mode='r' encoding='cp1252'>,infeasible,311.4328680038452,311.3688859999529,2.3059035000624135,37,72,0,0,36,0
<_io.TextIOWrapper name='../generated_instances/instance-k10.9.json' mode='r' encoding='cp1252'>,infeasible,313.37381291389465,313.3116885999916,2.1047614997951314,33,64,0,0,32,0
<_io.TextIOWrapper name='../generated_instances/instance-k10.10.json' mode='r' encoding='cp1252'>,infeasible,315.4932017326355,315.43082680000225,3.778870699869003,35,68,0,0,34,0
<_io.TextIOWrapper name='../generated_instances/instance-k10.11.json' mode='r' encoding='cp1252'>,infeasible,307.19751143455505,307.119086599967,2.471216600271873,43,84,0,0,42,0
<_io.TextIOWrapper name='../generated_instances/instance-k10.12.json' mode='r' encoding='cp1252'>,infeasible,313.3720602989197,313.3096211000229,1.7074383000726812,38,74,0,0,37,0
<_io.TextIOWrapper name='../generated_instances/instance-k10.13.json' mode='r' encoding='cp1252'>,infeasible,315.4921886920929,315.43591410003137,1.3485220998409204,29,56,0,0,28,0
<_io.TextIOWrapper name='../generated_instances/instance-k10.14.json' mode='r' encoding='cp1252'>,infeasible,313.1568422317505,313.09798439999577,3.1895343004143797,37,72,0,0,36,0
<_io.TextIOWrapper name='../generated_instances/instance-k10.15.json' mode='r' encoding='cp1252'>,infeasible,313.0039219856262,312.9443930000416,1.5035245998296887,40,78,0,0,39,0
<_io.TextIOWrapper name='../generated_instances/instance-k10.16.json' mode='r' encoding='cp1252'>,infeasible,313.2298858165741,313.1740379999974,1.782146699842997,44,86,0,0,43,0
<_io.TextIOWrapper name='../generated_instances/instance-k10.17.json' mode='r' encoding='cp1252'>,infeasible,309.37655878067017,309.3209991999902,1.1847378997481428,30,58,0,0,29,0
